thread_id,doc_id,fecha,familia
H0001,5183,2021-07-07,2
H0001,2498,2021-07-29,1
H0001,422,2021-08-06,1
H0001,3110,2021-08-12,9
H0001,428,2021-08-14,1
H0001,5592,2021-08-19,2
H0001,5757,2021-08-20,2
H0001,3062,2021-08-24,4
H0001,3007,2021-08-31,4
H0001,8108,2021-09-01,9
H0001,3377,2021-09-01,9
H0001,3380,2021-09-03,9
H0001,17630,2021-09-24,1
H0001,633,2021-10-08,0
H0001,9023,2021-11-11,9
H0001,3304,2021-11-12,1
H0001,2964,2021-11-25,4
H0001,864,2021-12-02,1
H0001,2958,2021-12-02,1
H0001,3098,2021-12-04,1
H0001,3447,2021-12-07,9
H0001,862,2021-12-10,9
H0001,3470,2021-12-11,9
H0001,10091,2021-12-22,12
H0001,3004,2021-12-22,9
H0001,18459,2021-12-23,9
H0001,3451,2021-12-23,9
H0001,9022,2021-12-24,0
H0001,10112,2021-12-27,9
H0001,12148,2021-12-27,10
H0001,3595,2021-12-29,0
H0001,662,2022-01-11,9
H0001,658,2022-01-14,4
H0001,5739,2022-01-19,4
H0001,921,2022-02-16,4
H0001,2250,2022-02-23,1
H0001,3166,2022-03-07,4
H0001,7400,2022-03-17,4
H0001,9010,2022-03-23,-1
H0001,7561,2022-04-06,3
H0001,2947,2022-04-08,9
H0001,563,2022-04-12,9
H0001,3347,2022-04-21,9
H0001,5755,2022-04-28,2
H0001,5754,2022-04-29,2
H0001,2988,2022-05-12,4
H0001,20679,2022-05-16,4
H0001,2982,2022-05-18,9
H0001,3134,2022-05-26,4
H0001,2940,2022-06-02,1
H0001,18426,2022-06-08,4
H0001,18435,2022-06-08,4
H0001,2302,2022-06-08,3
H0001,3080,2022-06-08,4
H0001,6830,2022-06-08,3
H0001,6841,2022-06-08,3
H0001,6832,2022-06-09,3
H0001,10006,2022-06-10,4
H0001,3072,2022-06-10,4
H0001,3154,2022-06-11,4
H0001,3078,2022-06-12,9
H0001,2969,2022-06-13,3
H0001,3075,2022-06-13,4
H0001,3092,2022-06-13,4
H0001,3153,2022-06-13,4
H0001,3214,2022-06-13,3
H0001,2938,2022-06-15,4
H0001,3081,2022-06-15,3
H0001,18418,2022-06-17,9
